Land;Bundesland;Stadt;Adresse;Wärmebedarf;Gebäudetyp;WW_Anteil;Typ_Heizflächen;VLT_max;Steigung_Heizkurve;RLT_max;UTM_X;UTM_Y
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Jahnstraße;65937.56;HMF;0.2;HK;70;1.5;55;480192.08400000003;5711248.4065000005
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Berliner Straße;253339.72;HMF;0.2;HK;70;1.5;55;480300.04227460636;5711115.8995782975
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Jahnstraße;68310.74;HMF;0.2;HK;70;1.5;55;480240.99936559115;5711296.381722651
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Jahnstraße;113041.93;HMF;0.2;HK;70;1.5;55;480317.8136961911;5711331.948114356
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Köbelner Straße;191311.64;HMF;0.2;HK;70;1.5;55;480168.3179876465;5711192.30082957
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Jahnstraße;72277.75;HMF;0.2;HK;70;1.5;55;480336.99758980144;5711291.171257713
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Jahnstraße;40315.40;HMF;0.2;HK;70;1.5;55;480290.386016256;5711328.245473733
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Jahnstraße;68178.46;HMF;0.2;HK;70;1.5;55;480218.5222918239;5711198.804555248
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Köbelner Straße;93684.01;HMF;0.2;HK;70;1.5;55;480108.9639841293;5711348.051529046
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Köbelner Straße;180888.76;HMF;0.2;HK;70;1.5;55;480114.78344756056;5711210.401113388
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Jahnstraße;113221.26;HMF;0.2;HK;70;1.5;55;480208.53498008824;5711215.513212735
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Jahnstraße;82161.94;HMF;0.2;HK;70;1.5;55;480260.9021782277;5711305.555874963
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Jahnstraße;159889.48;HMF;0.2;HK;70;1.5;55;480222.3417766332;5711251.574327881
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Berliner Straße;36057.82;HMF;0.2;HK;70;1.5;55;480282.32;5711154.414999999
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Köbelner Straße;91040.32;HMF;0.2;HK;70;1.5;55;480153.9480716185;5711348.722418765
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Köbelner Straße;309330.10;HMF;0.2;HK;70;1.5;55;480129.7864183039;5711361.328857879
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Berliner Chaussee;124412.64;HMF;0.2;HK;70;1.5;55;480085.1812162061;5711200.865563367
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Köbelner Straße;704850.46;HMF;0.2;HK;70;1.5;55;480119.24037267535;5711260.070758436
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Köbelner Straße;554008.54;HMF;0.2;HK;70;1.5;55;480083.82496979926;5711324.070763105
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Berliner Chaussee;97496.33;HMF;0.2;HK;70;1.5;55;480153.01732875797;5711164.411721707
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Köbelner Straße;176679.40;HMF;0.2;HK;70;1.5;55;480193.1481817658;5711201.637401206
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Jahnstraße;148445.45;HMF;0.2;HK;70;1.5;55;480206.68754113704;5711239.243001643
Sachsen;Bad Muskau;Bad Muskau - Mužakow;Berliner Chaussee 18;805960.57;HMF;0.2;HK;70;1.5;55;480040.8882437647;5711261.217415743
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Jahnstraße;49833.72;HMF;0.2;HK;70;1.5;55;480311.42505757685;5711306.498661736
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Köbelner Straße;52599.69;HMF;0.2;HK;70;1.5;55;480160.6556016156;5711290.550562064
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Jahnstraße;194466.91;HMF;0.2;HK;70;1.5;55;480317.1714903774;5711281.801714299
Deutschland;Sachsen;Görlitz;Bad Muskau Bad Muskau - Mužakow;238218.06;HMF;0.2;HK;70;1.5;55;480091.49796584743;5711226.652404705
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Köbelner Straße;210185.66;HMF;0.2;HK;70;1.5;55;480171.9915875045;5711241.349284871
02953;Görlitz;Bad Muskau;Bad Muskau - Mužakow Köbelner Straße;536600.61;HMF;0.2;HK;70;1.5;55;480048.4946567443;5711373.617430029
